ID,X,name,founded_on,region_name,country_name,city_name,country_code,acquisition_price,announced_on,announced_on_formatted,description,tot_funding,ipo_date,ipo_is_true,ipo_amount,days_to_ipo,acquisition_date,days_to_acquisition,days_to_today,days_to_LIQ,series_a_date,series_b_date,series_c_date,series_d_date,series_e_date,seed_date,angel_date,grant_date,debt_date,equity_date,unattributed_date,days_to_series_a,days_to_series_b,days_to_series_c,days_to_series_d,days_to_series_e,days_to_seed,days_to_angel,days_to_grant,days_to_debt,days_to_equity,days_to_unattributed,days_to_first_fund,days_to_last_fund,PreLiq_funding,AllLiq_funding,FoldReturn_funding,Old_Co,Succeed_co,Stale_co,AgedOut_co,zombie_co,unknown_co,Aargau,Aberdeen.City,Akershus,Alabama,Alagoas,Alaska,Alberta,Almaty,Alsace,Andalucia,Andhra.Pradesh,Anhui,Antwerpen,Aquitaine,Aragon,Arizona,Arkansas,Assam,Asturias,Auckland,Aust.Agder,Baden.Wurttemberg,Barnsley,Basel.Landschaft,Basel.Stadt,Bayern,Bedfordshire,Beijing,Belfast,Berlin,Bern,Birmingham,Brabant.Wallon,Braga,Brandenburg,Bratislava,Bretagne,Bridgend,Bristol..City.of,British.Columbia,Bromley,Brussels.Hoofdstedelijk.Gewest,Buckinghamshire,Bucuresti,Budapest,Caerphilly,California,Cambridgeshire,Canakkale,Canterbury,Cardiff,Carlow,Carmarthenshire,Castilla.y.Leon,Catalonia,Central.Region,Centre,Chernihivs.ka.Oblast.,Cheshire,Cheshire.East,Chiba,Chon.Buri,Coimbra,Coleraine,Colorado,Comunidad.Valenciana,Connecticut,Cork,Croydon,Delaware,Delhi,District.of.Columbia,Distrito.Federal,Dubai,Dublin,Dundee.City,Durham,East.Sussex,Edinburgh..City.of,Emilia.Romagna,England,Entre.Rios,Essex,Faro,Fejer,Florida,Franche.Comte,Friuli.Venezia.Giulia,Galicia,Galway,Gelderland,Geneve,Georgia,Glasgow.City,Goias,Grad.Sofiya,Groningen,Guangdong,Gujarat,Gwynedd,HaDarom,HaMerkaz,HaZafon,Hainan,Hainaut,Hamburg,Hampshire,Harjumaa,Haryana,Haute.Normandie,Hawaii,Hebei,Hefa,Heilongjiang,Herefordshire,Hertford,Hessen,Hlavni.mesto.Praha,Hokkaido,Hong.Kong.Island,Hounslow,Hovedstaden,Hubei,Hunan,Idaho,Ile.de.France,Illinois,Inch.on.jikhalsi,Indiana,Ioannina,Iowa,Islamabad,Islas.Baleares,Jalisco,Jiangsu,Kanagawa,Kansas,Karnataka,Kent,Kentucky,Kerry,Krung.Thep,Kuala.Lumpur,Lancashire,Languedoc.Roussillon,Lazio,Leeds,Leicester,Leiria,Liaoning,Liege,Lima,Limburg,Limousin,Lisboa,Liverpool,Lombardia,Louisiana,Luxembourg,Madhya.Pradesh,Madrid,Maharashtra,Maine,Manchester,Manitoba,Maryland,Massachusetts,Mazowieckie,Mecklenburg.Vorpommern,Michigan,Midi.Pyrenees,Midland,Midlothian,Midtjylland,Milton.Keynes,Minnesota,Mississippi,Missouri,Montana,Moscow.City,Murcia,NA...Puerto.Rico,NA...South.Africa,Namur,Navarra,Nebraska,Nevada,New.Brunswick,New.Hampshire,New.Jersey,New.Mexico,New.South.Wales,New.York,Newcastle.upon.Tyne,Newport,Nicosia,Niederosterreich,Niedersachsen,Nigde,Noord.Brabant,Noord.Holland,Nord.Pas.de.Calais,Nordjylland,Nordrhein.Westfalen,North.Carolina,North.Dakota,North.Lanarkshire,North.Yorkshire,Nottingham,Nova.Scotia,Nuevo.Leon,Ohio,Okinawa,Oklahoma,Ontario,Oost.Vlaanderen,Oregon,Osaka,Oslo,Ostergotlands.Lan,Ostfold,Otago,Oulu,Overijssel,Oxfordshire,Pais.Vasco,Pangasinan,Parana,Pays.de.la.Loire,Pennsylvania,Pest,Piaui,Piemonte,Plymouth,Porto,Provence.Alpes.Cote.d.Azur,Quebec,Queensland,Reading,Region.Metropolitana,Renfrewshire,Rheinland.Pfalz,Rhode.Island,Rhone.Alpes,Riga,Rio.Grande.do.Sul,Rio.de.Janeiro,Rogaland,Saarland,Sachsen,Sachsen.Anhalt,Santa.Catarina,Sao.Paulo,Sardegna,Schleswig.Holstein,Schwyz,Scottish.Borders..The,Seoul.t.ukpyolsi,Setubal,Shaanxi,Shanghai,Shanxi,Sheffield,Sichuan,Skane.Lan,Sligo,Somerset,Sor.Trondelag,South.Australia,South.Carolina,South.Dakota,Southampton,Southern.Finland,Steiermark,Stirling,Stockholms.Lan,Stoke.on.Trent,Sulawesi.Tengah,Surrey,Syddanmark,T.ai.pei,T.ai.wan,Taejon.jikhalsi,Tamil.Nadu,Tartu,Tartumaa,Tel.Aviv,Tennessee,Texas,Thuringen,Ticino,Tipperary,Tirol,Tokyo,Toscana,Troms,Tunis,Uppsala.Lan,Utah,Utrecht,Uttar.Pradesh,Vastra.Gotaland,Vaud,Victoria,Vilniaus.Apskritis,Virginia,Vlaams.Brabant,Vojvodina,Washington,West.Bengal,West.Lothian,West.Virginia,Western.Finland,Wicklow,Wien,Wiltshire,Wisconsin,Wyoming,Yerushalayim,York,Zhejiang,Zug,Zuid.Holland,Zurich,ipoed,ipoed_num,liquidated,mostly_sci,founded_year,pre_ipo_funding,.imp,.id,n_relationships,n_markets,n_locations,healthcare,pharmaceuticals,medical,diagnostic,devices,wellness,technology,information.technology,days_to_end,found_yr,n_people,n_scientists,paperCt,Max_collab,citMax,per_sci_team,citSum,collabTot,isRecession
665,932,Nano Terra,1/1/05,Massachusetts,United States,Cambridge,USA,NA,20141023,23-Oct-14,"Nano TerraåÊis a nano- and micro-technology development company for thin electronic displays, fuel cells, sensors and solar power devices.",26438098,NA,FALSE,NA,NA,NA,NA,4123,NA,5/9/13,NA,NA,NA,NA,NA,NA,NA,NA,8/12/12,NA,1073,NA,NA,NA,NA,NA,NA,NA,NA,1343,NA,1073,1343,26438098,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2005,NA,1,932,27,1,3,0,0,0,0,0,0,0,0,4123,2005,1,0,3,38,1,0,23,2070,No
666,934,Magneceutical Health,4/5/07,Florida,United States,Clearwater,USA,NA,20140530,30-May-14,Chronic Pain and its 120 million office visits per year is the primary ‰ÛÏUnmet Need‰Û upon which we focus.,3890000,NA,FALSE,NA,NA,NA,NA,3299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3890000,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2007,NA,1,934,27,2,3,0,0,1,0,0,0,0,0,3299,2007,7,3,49,4,5,0.4,140,86,No
667,936,InDex Pharmaceuticals,1/1/00,Stockholms Lan,Sweden,Stockholm,SWE,NA,20140225,25-Feb-14,InDex Pharmaceuticals is a biopharmaceutical company developing DIMS drugs to treat inflammatory diseases and cancer.,31319064,NA,FALSE,NA,NA,NA,NA,5950,NA,1/30/10,NA,NA,NA,NA,NA,NA,NA,NA,12/20/05,NA,2268,NA,NA,NA,NA,NA,NA,NA,NA,3770,NA,2268,3770,31319064,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2000,NA,1,936,27,1,3,0,0,0,0,0,0,0,0,5950,2000,1,0,38,74,12,0,70,77,No
668,937,Podimetrics,1/1/11,Massachusetts,United States,Somerville,USA,NA,20141028,28-Oct-14,Podimetrics develops systems for keeping diabetic feet healthy.,5.00E+06,NA,FALSE,NA,NA,NA,NA,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/12/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3961,NA,3961,3961,5.00E+06,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,Yes,2011,NA,1,937,27,1,3,0,0,0,0,0,0,0,0,1932,2011,4,2,26,17,7,0.5,57,112,Yes
669,938,"G1 Therapeutics, Inc.",1/1/08,North Carolina,United States,Durham,USA,NA,20131016,16-Oct-13,G1 Therapeutics is a clinical-stage company developing small-molecule therapies to address significant unmet needs in oncology.,47562900,NA,FALSE,NA,NA,NA,NA,3028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/9/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,NA,432,432,47562900,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2008,NA,1,938,27,1,3,0,0,0,0,0,0,0,0,3028,2008,4,3,43,172,45,0.75,1105,318,Yes
670,940,3Scan,1/1/11,California,United States,San Francisco,USA,NA,20130716,16-Jul-13,3Scan offers automated microscopes and supporting software for the 3D analysis of cells and tissues.,7063012,NA,FALSE,NA,NA,NA,NA,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/26/13,12/5/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025,1594,1025,1594,7063012,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,Yes,2011,NA,1,940,27,1,3,0,0,0,0,0,0,0,0,1932,2011,5,4,33,22,11,0.8,141,2559,Yes
671,941,Desktop Genetics,8/7/12,England,United Kingdom,London,GBR,NA,20130122,22-Jan-13,"Enabling literal Desktop Genetics|Edit any gene, in any species, without going into the lab.",3223444,NA,FALSE,NA,NA,NA,NA,1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/17/12,11/27/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399,3063,1399,3063,3223444,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2012,NA,1,941,27,3,3,0,0,0,0,0,0,0,0,1348,2012,2,1,47,21,12,0.5,61,148,No
672,942,DioGenix,1/1/07,Maryland,United States,Bethesda,USA,NA,20131205,5-Dec-13,DioGenix develops and commercializes non-invasive diagnostic and prognostic treatment response monitoring tests.,3200000,NA,FALSE,NA,NA,NA,NA,3393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200000,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2007,NA,1,942,27,1,3,0,0,0,0,0,0,0,0,3393,2007,6,2,26,4,14,0.333333333,133,294,No
673,947,Green Biologics,1/1/03,Oxfordshire,United Kingdom,Abingdon,GBR,NA,20130731,31-Jul-13,Green Biologics offers fermentation technologies for the conversion of biomass to renewable fuels and chemicals.,118248563,NA,FALSE,NA,NA,NA,NA,4854,NA,12/5/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3420,3420,118248563,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2003,NA,1,947,27,1,3,0,0,0,0,0,0,0,0,4854,2003,2,0,15,31,4,0.416666667,3,31,No
674,948,Bioscale,1/1/02,Massachusetts,United States,Lexington,USA,NA,20100614,14-Jun-10,Bioscale develops a protein measurement technology that accelerates the discovery and development of biological and pharmaceutical products.,74639282,NA,FALSE,NA,NA,NA,NA,5219,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/3/15,NA,9/9/11,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,1681,410,1681,74639282,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2002,NA,1,948,27,3,3,0,0,0,1,0,0,0,0,5219,2002,4,1,97,58,29,0,565,402,No
675,949,RoosterBi,1/1/12,Maryland,United States,Frederick,USA,NA,20140114,14-Jan-14,"RoosterBio, Inc., a biotechnology company, offers synthetic biology and regenerative medicine.",350000,NA,FALSE,NA,NA,NA,NA,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/9/14,9/17/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,1307,NA,797,1307,350000,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2012,NA,1,949,27,1,3,0,0,0,0,0,0,0,0,1567,2012,2,0,45,31,1,0,68,25,No
